Condition,ICD10,ICD10QF,SMRType,FinancialYear,CA2011,CA2011QF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
All alcohol conditions,,d z,SMR01,2003/04,S12000023,,939.4,673.9,,:,181,,130,,,:,1.4
All alcohol conditions,,d z,SMR01,2003/04,S12000024,,602.5,420.2,,:,796,,554,,,:,1.4
All alcohol conditions,,d z,SMR01,2003/04,S12000038,,786.7,613,,:,1259,,976,,,:,1.3
All alcohol conditions,,d z,SMR01,2003/04,S12000011,,447.6,317.6,,:,372,,265,,,:,1.4
All alcohol conditions,,d z,SMR01,2003/04,S12000027,,531.4,431.1,,:,111,,90,,,:,1.2
All alcohol conditions,,d z,SMR01,2003/04,S12000030,,583.7,427,,:,488,,360,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000033,,871.5,617.2,,:,1716,,1233,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000034,,386.6,299.6,,:,890,,693,,,:,1.3
All alcohol conditions,,d z,SMR01,2004/05,S12000041,,377.7,248,,:,405,,266,,,:,1.5
All alcohol conditions,,d z,SMR01,2004/05,S12000035,,846.3,594.4,,:,757,,529,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000008,,960,658.9,,:,1119,,765,,,:,1.5
All alcohol conditions,,d z,SMR01,2004/05,S12000021,,1037.2,653.1,,:,1367,,859,,,:,1.6
All alcohol conditions,,d z,SMR01,2004/05,S12000028,,1049.2,719,,:,1151,,784,,,:,1.5
All alcohol conditions,,d z,SMR01,2004/05,S12000026,,546.2,381.5,,:,586,,403,,,:,1.5
All alcohol conditions,,d z,SMR01,2004/05,S12000005,,454.8,364.6,,:,217,,174,,,:,1.2
All alcohol conditions,,d z,SMR01,2004/05,S12000006,,533.6,386.6,,:,787,,563,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000045,,382.3,285.7,,:,385,,289,,,:,1.3
All alcohol conditions,,d z,SMR01,2004/05,S12000039,,1032.1,711.5,,:,891,,611,,,:,1.5
All alcohol conditions,,d z,SMR01,2004/05,S12000042,,722.1,518,,:,949,,686,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000036,,707.5,512.1,,:,2862,,2082,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000014,,474.6,352.5,,:,672,,500,,,:,1.3
All alcohol conditions,,d z,SMR01,2004/05,S12000015,,568.6,396,,:,1947,,1356,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000046,,1599,1111.1,,:,7931,,5527,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000017,,952.5,657.1,,:,2031,,1393,,,:,1.5
All alcohol conditions,,d z,SMR01,2004/05,S12000018,,1295.3,906.6,,:,1016,,718,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000044,,793.9,550.9,,:,2461,,1701,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000029,,670,456.1,,:,1942,,1323,,,:,1.5
All alcohol conditions,,d z,SMR01,2004/05,S12000010,,575.2,442.2,,:,498,,385,,,:,1.3
All alcohol conditions,,d z,SMR01,2004/05,S12000040,,569,413.2,,:,872,,627,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000019,,618.6,439.6,,:,467,,332,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000020,,647.8,462.2,,:,560,,400,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000013,,1595.3,1114.8,,:,425,,295,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000023,,1005.8,629.7,,:,200,,123,,,:,1.6
All alcohol conditions,,d z,SMR01,2004/05,S12000024,,536.9,399.4,,:,713,,531,,,:,1.3
All alcohol conditions,,d z,SMR01,2004/05,S12000038,,977.1,711.3,,:,1574,,1144,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000011,,623.8,433.5,,:,512,,359,,,:,1.4
All alcohol conditions,,d z,SMR01,2004/05,S12000027,,614.4,486,,:,131,,105,,,:,1.2
All alcohol conditions,,d z,SMR01,2004/05,S12000030,,610.6,416.2,,:,500,,342,,,:,1.5
All alcohol conditions,,d z,SMR01,2005/06,S12000033,,944,652.9,,:,1881,,1322,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000034,,424.6,322.5,,:,991,,749,,,:,1.3
All alcohol conditions,,d z,SMR01,2005/06,S12000041,,406.4,281.2,,:,437,,302,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000035,,828,572.1,,:,752,,517,,,:,1.5
All alcohol conditions,,d z,SMR01,2005/06,S12000008,,1030.7,672.3,,:,1194,,783,,,:,1.5
All alcohol conditions,,d z,SMR01,2005/06,S12000021,,1033.6,704.6,,:,1377,,930,,,:,1.5
All alcohol conditions,,d z,SMR01,2005/06,S12000028,,1029.7,698.5,,:,1131,,767,,,:,1.5
All alcohol conditions,,d z,SMR01,2005/06,S12000026,,566.2,398.5,,:,599,,419,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000005,,417.8,319.6,,:,204,,155,,,:,1.3
All alcohol conditions,,d z,SMR01,2005/06,S12000006,,517.9,403.1,,:,767,,595,,,:,1.3
All alcohol conditions,,d z,SMR01,2005/06,S12000045,,355.6,271.2,,:,368,,280,,,:,1.3
All alcohol conditions,,d z,SMR01,2005/06,S12000039,,940.9,649.9,,:,826,,564,,,:,1.5
All alcohol conditions,,d z,SMR01,2005/06,S12000042,,745.6,537.9,,:,993,,724,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000036,,720.4,509.9,,:,2940,,2103,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000014,,377.7,290,,:,544,,419,,,:,1.3
All alcohol conditions,,d z,SMR01,2005/06,S12000015,,579.5,400.6,,:,2017,,1403,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000046,,1539.5,1052.8,,:,7671,,5256,,,:,1.5
All alcohol conditions,,d z,SMR01,2005/06,S12000017,,953.9,671.7,,:,2059,,1442,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000018,,1321.7,920.5,,:,1052,,725,,,:,1.5
All alcohol conditions,,d z,SMR01,2005/06,S12000044,,796.6,540.3,,:,2507,,1687,,,:,1.5
All alcohol conditions,,d z,SMR01,2005/06,S12000029,,652.5,474,,:,1898,,1373,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000010,,518.8,361.8,,:,455,,319,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000040,,616,443,,:,974,,700,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000019,,587.4,424,,:,461,,331,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000020,,635.9,466.7,,:,561,,412,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000013,,1666.3,1178,,:,450,,315,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000023,,794.2,561.4,,:,158,,111,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000024,,519,394.7,,:,704,,530,,,:,1.3
All alcohol conditions,,d z,SMR01,2005/06,S12000038,,808.7,579.8,,:,1318,,942,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000011,,499.6,342.8,,:,423,,290,,,:,1.5
All alcohol conditions,,d z,SMR01,2005/06,S12000027,,768.6,548.3,,:,172,,123,,,:,1.4
All alcohol conditions,,d z,SMR01,2005/06,S12000030,,468.7,315.8,,:,390,,261,,,:,1.5
All alcohol conditions,,d z,SMR01,2006/07,S12000033,,996.8,665.6,,:,2020,,1378,,,:,1.5
All alcohol conditions,,d z,SMR01,2006/07,S12000034,,423.8,329.5,,:,994,,772,,,:,1.3
All alcohol conditions,,d z,SMR01,2006/07,S12000041,,334.9,250.8,,:,367,,276,,,:,1.3
All alcohol conditions,,d z,SMR01,2006/07,S12000035,,855.6,599.2,,:,779,,544,,,:,1.4
All alcohol conditions,,d z,SMR01,2006/07,S12000008,,1068.9,702.2,,:,1250,,826,,,:,1.5
All alcohol conditions,,d z,SMR01,2006/07,S12000021,,1042.6,707.3,,:,1385,,941,,,:,1.5
All alcohol conditions,,d z,SMR01,2006/07,S12000028,,999.5,717.3,,:,1108,,785,,,:,1.4
All alcohol conditions,,d z,SMR01,2006/07,S12000026,,643.5,471.6,,:,690,,504,,,:,1.4
All alcohol conditions,,d z,SMR01,2006/07,S12000005,,498.4,364.7,,:,248,,181,,,:,1.4
All alcohol conditions,,d z,SMR01,2006/07,S12000006,,482.8,371.4,,:,726,,554,,,:,1.3
All alcohol conditions,,d z,SMR01,2006/07,S12000045,,425,319,,:,436,,324,,,:,1.3
All alcohol conditions,,d z,SMR01,2006/07,S12000039,,851.7,637.4,,:,753,,560,,,:,1.3
All alcohol conditions,,d z,SMR01,2006/07,S12000042,,732.1,501.7,,:,967,,671,,,:,1.4
All alcohol conditions,,d z,SMR01,2006/07,S12000036,,780.6,514.1,,:,3226,,2149,,,:,1.5
All alcohol conditions,,d z,SMR01,2006/07,S12000014,,384.5,294.1,,:,567,,434,,,:,1.3
All alcohol conditions,,d z,SMR01,2006/07,S12000015,,633.7,437.2,,:,2212,,1529,,,:,1.4
All alcohol conditions,,d z,SMR01,2006/07,S12000046,,1534.8,1054.7,,:,7751,,5298,,,:,1.5
All alcohol conditions,,d z,SMR01,2006/07,S12000017,,978.4,663.7,,:,2151,,1453,,,:,1.5
All alcohol conditions,,d z,SMR01,2006/07,S12000018,,1303.7,879.9,,:,1032,,698,,,:,1.5
All alcohol conditions,,d z,SMR01,2006/07,S12000044,,799.4,544.1,,:,2546,,1720,,,:,1.5
All alcohol conditions,,d z,SMR01,2006/07,S12000029,,689.8,484.1,,:,2042,,1431,,,:,1.4
All alcohol conditions,,d z,SMR01,2006/07,S12000010,,633.2,440.5,,:,562,,392,,,:,1.4
All alcohol conditions,,d z,SMR01,2006/07,S12000040,,772.7,511.8,,:,1252,,826,,,:,1.5
All alcohol conditions,,d z,SMR01,2006/07,S12000019,,649.7,456,,:,505,,351,,,:,1.4
All alcohol conditions,,d z,SMR01,2006/07,S12000020,,661.5,475.7,,:,596,,426,,,:,1.4
All alcohol conditions,,d z,SMR01,2006/07,S12000013,,1733.3,1161.6,,:,468,,318,,,:,1.5
All alcohol conditions,,d z,SMR01,2006/07,S12000023,,812.3,571,,:,165,,114,,,:,1.4
All alcohol conditions,,d z,SMR01,2006/07,S12000024,,606,431.6,,:,834,,590,,,:,1.4
All alcohol conditions,,d z,SMR01,2006/07,S12000038,,946.9,657.1,,:,1537,,1059,,,:,1.5
All alcohol conditions,,d z,SMR01,2006/07,S12000011,,506.3,361.4,,:,426,,304,,,:,1.4
All alcohol conditions,,d z,SMR01,2006/07,S12000027,,654.3,462.4,,:,146,,104,,,:,1.4
All alcohol conditions,,d z,SMR01,2006/07,S12000030,,514.6,365.6,,:,434,,310,,,:,1.4
All alcohol conditions,,d z,SMR01,2007/08,S12000033,,1073.9,720.4,388.9,,2222,,1511,,857,,1.5
All alcohol conditions,,d z,SMR01,2007/08,S12000034,,437.3,327.2,200.8,,1043,,784,,482,,1.3
All alcohol conditions,,d z,SMR01,2007/08,S12000041,,320.3,244.3,151.9,,358,,273,,170,,1.3
All alcohol conditions,,d z,SMR01,2007/08,S12000035,,1044.3,698.8,362.7,,956,,637,,331,,1.5
All alcohol conditions,,d z,SMR01,2007/08,S12000008,,1086.3,761.9,413.6,,1295,,914,,505,,1.4
All alcohol conditions,,d z,SMR01,2007/08,S12000021,,1170.4,789.1,444.8,,1567,,1057,,597,,1.5
All alcohol conditions,,d z,SMR01,2007/08,S12000028,,993,714.1,372.9,,1087,,781,,405,,1.4
All alcohol conditions,,d z,SMR01,2007/08,S12000026,,673,491.3,288.9,,733,,533,,308,,1.4
All alcohol conditions,,d z,SMR01,2007/08,S12000005,,587.6,424.6,251.5,,293,,210,,126,,1.4
All alcohol conditions,,d z,SMR01,2007/08,S12000006,,571.7,425.4,261.2,,849,,628,,379,,1.4
All alcohol conditions,,d z,SMR01,2007/08,S12000045,,431.6,311.6,185.4,,441,,314,,184,,1.4
All alcohol conditions,,d z,SMR01,2007/08,S12000039,,1099.2,702.3,348.4,,956,,613,,306,,1.6
All alcohol conditions,,d z,SMR01,2007/08,S12000042,,704.5,488,251,,928,,651,,343,,1.4
All alcohol conditions,,d z,SMR01,2007/08,S12000036,,885.2,557.9,291.5,,3764,,2404,,1305,,1.6
All alcohol conditions,,d z,SMR01,2007/08,S12000014,,488.3,380.3,239.5,,721,,561,,353,,1.3
All alcohol conditions,,d z,SMR01,2007/08,S12000015,,652,465.2,276.7,,2323,,1660,,996,,1.4
All alcohol conditions,,d z,SMR01,2007/08,S12000046,,1603.1,1056.1,497.3,,8197,,5410,,2638,,1.5
All alcohol conditions,,d z,SMR01,2007/08,S12000017,,954.4,659.2,316.9,,2115,,1457,,695,,1.5
All alcohol conditions,,d z,SMR01,2007/08,S12000018,,1364.9,899,388.2,,1099,,723,,317,,1.5
All alcohol conditions,,d z,SMR01,2007/08,S12000044,,889.7,591.6,305.8,,2832,,1873,,962,,1.5
All alcohol conditions,,d z,SMR01,2007/08,S12000029,,685.9,482.2,251.7,,2036,,1433,,748,,1.4
All alcohol conditions,,d z,SMR01,2007/08,S12000010,,684.3,424.9,260.8,,630,,393,,241,,1.6
All alcohol conditions,,d z,SMR01,2007/08,S12000040,,841.4,544.9,311.4,,1383,,894,,510,,1.5
All alcohol conditions,,d z,SMR01,2007/08,S12000019,,729.6,514.7,316.4,,576,,404,,245,,1.4
All alcohol conditions,,d z,SMR01,2007/08,S12000020,,638.7,444,238.2,,578,,402,,217,,1.4
All alcohol conditions,,d z,SMR01,2007/08,S12000013,,1338.4,1003,379,,373,,278,,103,,1.3
All alcohol conditions,,d z,SMR01,2007/08,S12000023,,1002.9,649.4,327.2,,213,,136,,69,,1.6
All alcohol conditions,,d z,SMR01,2007/08,S12000024,,567.6,405.4,218.1,,795,,561,,298,,1.4
All alcohol conditions,,d z,SMR01,2007/08,S12000038,,966.5,650.7,357.5,,1588,,1067,,588,,1.5
All alcohol conditions,,d z,SMR01,2007/08,S12000011,,556.2,381.2,205.1,,472,,327,,178,,1.4
All alcohol conditions,,d z,SMR01,2007/08,S12000027,,678.1,504.8,315.7,,148,,111,,69,,1.3
All alcohol conditions,,d z,SMR01,2007/08,S12000030,,547.9,373.6,184.1,,469,,320,,163,,1.5
All alcohol conditions,,d z,SMR01,2008/09,S12000033,,1071.5,676.5,344.7,,2222,,1437,,762,,1.5
All alcohol conditions,,d z,SMR01,2008/09,S12000034,,431.6,327.6,191.6,,1051,,794,,461,,1.3
All alcohol conditions,,d z,SMR01,2008/09,S12000041,,356.1,269.7,176.7,,403,,302,,196,,1.3
All alcohol conditions,,d z,SMR01,2008/09,S12000035,,970,655.2,324.9,,883,,594,,290,,1.5
All alcohol conditions,,d z,SMR01,2008/09,S12000008,,982.8,671.1,319.7,,1174,,805,,385,,1.5
All alcohol conditions,,d z,SMR01,2008/09,S12000021,,1109.9,718.1,380.9,,1503,,971,,516,,1.5
All alcohol conditions,,d z,SMR01,2008/09,S12000028,,978.8,673.9,356,,1078,,740,,390,,1.5
All alcohol conditions,,d z,SMR01,2008/09,S12000026,,630.2,462.2,287.3,,691,,507,,312,,1.4
All alcohol conditions,,d z,SMR01,2008/09,S12000005,,532.3,422.4,238.4,,269,,212,,116,,1.3
All alcohol conditions,,d z,SMR01,2008/09,S12000006,,560.4,413,234,,846,,621,,350,,1.4
All alcohol conditions,,d z,SMR01,2008/09,S12000045,,400,287.1,173.1,,407,,293,,176,,1.4
All alcohol conditions,,d z,SMR01,2008/09,S12000039,,1185.2,724.4,350.5,,1024,,621,,302,,1.6
All alcohol conditions,,d z,SMR01,2008/09,S12000042,,830.7,552.4,312,,1109,,751,,437,,1.5
All alcohol conditions,,d z,SMR01,2008/09,S12000036,,801.2,532.7,261.2,,3374,,2263,,1151,,1.5
All alcohol conditions,,d z,SMR01,2008/09,S12000014,,485.1,369.5,211.4,,734,,555,,318,,1.3
All alcohol conditions,,d z,SMR01,2008/09,S12000015,,640.4,460.4,263.7,,2265,,1626,,936,,1.4
All alcohol conditions,,d z,SMR01,2008/09,S12000046,,1602.5,1055.3,486.2,,8322,,5448,,2598,,1.5
All alcohol conditions,,d z,SMR01,2008/09,S12000017,,893.9,626.9,291.2,,2029,,1414,,654,,1.4
All alcohol conditions,,d z,SMR01,2008/09,S12000018,,1384.5,958.4,464.6,,1111,,770,,373,,1.4
All alcohol conditions,,d z,SMR01,2008/09,S12000044,,799.5,534.7,269.5,,2586,,1711,,857,,1.5
All alcohol conditions,,d z,SMR01,2008/09,S12000029,,673.7,465.2,237.7,,2023,,1393,,714,,1.5
All alcohol conditions,,d z,SMR01,2008/09,S12000010,,629.6,409.6,243.5,,581,,381,,225,,1.5
All alcohol conditions,,d z,SMR01,2008/09,S12000040,,765.9,534,282.7,,1267,,878,,466,,1.4
All alcohol conditions,,d z,SMR01,2008/09,S12000019,,626.1,456.6,255.7,,503,,363,,202,,1.4
All alcohol conditions,,d z,SMR01,2008/09,S12000020,,601.5,431.1,238.9,,561,,403,,226,,1.4
All alcohol conditions,,d z,SMR01,2008/09,S12000013,,1142.1,825.9,325.6,,308,,224,,87,,1.4
All alcohol conditions,,d z,SMR01,2008/09,S12000023,,881.5,601.3,273,,189,,126,,58,,1.5
All alcohol conditions,,d z,SMR01,2008/09,S12000024,,588.2,393.7,210.5,,833,,552,,292,,1.5
All alcohol conditions,,d z,SMR01,2008/09,S12000038,,927.3,684.2,375,,1549,,1136,,625,,1.4
All alcohol conditions,,d z,SMR01,2008/09,S12000011,,559.2,366.6,188.4,,473,,308,,160,,1.5
All alcohol conditions,,d z,SMR01,2008/09,S12000027,,670.1,519.7,262.1,,147,,114,,58,,1.3
All alcohol conditions,,d z,SMR01,2008/09,S12000030,,551.6,392.2,194.1,,466,,335,,169,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000033,,1050.7,654,321.1,,2209,,1410,,724,,1.6
All alcohol conditions,,d z,SMR01,2009/10,S12000034,,414.6,311.5,186.2,,1025,,767,,459,,1.3
All alcohol conditions,,d z,SMR01,2009/10,S12000041,,378.7,280,174.5,,426,,314,,194,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000035,,928.4,621.8,289.3,,836,,557,,257,,1.5
All alcohol conditions,,d z,SMR01,2009/10,S12000008,,967.2,650.5,308.9,,1172,,788,,377,,1.5
All alcohol conditions,,d z,SMR01,2009/10,S12000021,,1164.9,782.5,386.1,,1561,,1042,,514,,1.5
All alcohol conditions,,d z,SMR01,2009/10,S12000028,,1044.9,679.3,354.9,,1136,,742,,387,,1.5
All alcohol conditions,,d z,SMR01,2009/10,S12000026,,594.7,440.1,258.2,,655,,485,,283,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000005,,497.7,370.3,209.9,,260,,191,,108,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000006,,524.1,377,204.5,,782,,565,,302,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000045,,437.9,299.9,166,,446,,305,,170,,1.5
All alcohol conditions,,d z,SMR01,2009/10,S12000039,,1176.2,712.4,345.4,,1023,,623,,304,,1.6
All alcohol conditions,,d z,SMR01,2009/10,S12000042,,718.8,523.7,278,,959,,706,,385,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000036,,686,459,220.2,,2896,,1954,,970,,1.5
All alcohol conditions,,d z,SMR01,2009/10,S12000014,,502.2,350.5,190,,757,,524,,279,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000015,,640.3,449.5,249.6,,2273,,1601,,889,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000046,,1495.5,955.1,415.5,,7843,,5003,,2248,,1.6
All alcohol conditions,,d z,SMR01,2009/10,S12000017,,766.7,539.9,250.3,,1737,,1219,,558,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000018,,1229.8,867.5,367.8,,988,,695,,297,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000044,,696.2,497,243.7,,2237,,1582,,767,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000029,,574.4,415,209.4,,1749,,1261,,634,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000010,,464,325.1,166.5,,437,,311,,159,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000040,,673.2,463.8,248,,1145,,783,,417,,1.5
All alcohol conditions,,d z,SMR01,2009/10,S12000019,,560.9,414.4,230.9,,450,,333,,185,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000020,,522,371,177.6,,486,,345,,168,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000013,,1010,753.5,288.6,,286,,213,,82,,1.3
All alcohol conditions,,d z,SMR01,2009/10,S12000023,,1085.7,563.9,274.7,,227,,120,,58,,1.9
All alcohol conditions,,d z,SMR01,2009/10,S12000024,,494.3,347.1,183.6,,715,,499,,261,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000038,,911,613.1,294.9,,1526,,1021,,494,,1.5
All alcohol conditions,,d z,SMR01,2009/10,S12000011,,480.3,346.4,177.3,,410,,292,,149,,1.4
All alcohol conditions,,d z,SMR01,2009/10,S12000027,,770.3,575.5,365.3,,176,,131,,83,,1.3
All alcohol conditions,,d z,SMR01,2009/10,S12000030,,610,422.4,218.9,,516,,359,,188,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000033,,922.5,612.3,293.4,,1945,,1325,,663,,1.5
All alcohol conditions,,d z,SMR01,2010/11,S12000034,,402.2,286.3,167.5,,1002,,710,,410,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000041,,408.1,323.3,201.3,,457,,361,,224,,1.3
All alcohol conditions,,d z,SMR01,2010/11,S12000035,,888.7,621.1,315.1,,792,,552,,273,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000008,,980.9,664.9,332.4,,1197,,809,,407,,1.5
All alcohol conditions,,d z,SMR01,2010/11,S12000021,,1119.8,739.7,386.3,,1505,,999,,522,,1.5
All alcohol conditions,,d z,SMR01,2010/11,S12000028,,914.3,650.3,311.1,,1016,,720,,346,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000026,,543.2,420.4,237.5,,602,,465,,257,,1.3
All alcohol conditions,,d z,SMR01,2010/11,S12000005,,441.2,323.7,178.4,,230,,165,,90,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000006,,523.5,377.7,204.6,,780,,561,,302,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000045,,404.4,299.2,159.8,,418,,307,,163,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000039,,1246.9,700.2,318.9,,1073,,604,,276,,1.8
All alcohol conditions,,d z,SMR01,2010/11,S12000042,,784,563.4,320.9,,1064,,773,,452,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000036,,696.9,460.8,220.9,,2990,,2007,,1005,,1.5
All alcohol conditions,,d z,SMR01,2010/11,S12000014,,374.7,286.5,151.3,,571,,434,,227,,1.3
All alcohol conditions,,d z,SMR01,2010/11,S12000015,,613.6,432.6,233.1,,2174,,1533,,824,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000046,,1515.9,963,421.7,,8068,,5113,,2306,,1.6
All alcohol conditions,,d z,SMR01,2010/11,S12000017,,720.6,509.1,242,,1649,,1161,,548,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000018,,1192.2,825.5,389,,954,,658,,308,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000044,,682.5,477.5,236.2,,2206,,1545,,763,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000029,,561.2,400.5,214.6,,1724,,1224,,654,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000010,,588.4,378.4,207,,557,,362,,197,,1.5
All alcohol conditions,,d z,SMR01,2010/11,S12000040,,723.3,507.9,283.9,,1221,,858,,482,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000019,,581.7,407,216.6,,477,,331,,180,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000020,,466,328.1,161.2,,431,,303,,149,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000013,,1046.6,729,272.6,,293,,202,,75,,1.5
All alcohol conditions,,d z,SMR01,2010/11,S12000023,,1740.7,666.9,344.4,,373,,144,,74,,2.6
All alcohol conditions,,d z,SMR01,2010/11,S12000024,,491.6,359.9,202.5,,711,,518,,287,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000038,,929.4,612.4,283,,1577,,1031,,476,,1.5
All alcohol conditions,,d z,SMR01,2010/11,S12000011,,425.1,307,153.2,,361,,259,,132,,1.4
All alcohol conditions,,d z,SMR01,2010/11,S12000027,,721.7,479.6,259.3,,164,,109,,58,,1.5
All alcohol conditions,,d z,SMR01,2010/11,S12000030,,455.1,309.8,152.2,,388,,267,,134,,1.5
All alcohol conditions,,d z,SMR01,2011/12,S12000033,,961.4,600.7,280.4,,2046,,1296,,631,,1.6
All alcohol conditions,,d z,SMR01,2011/12,S12000034,,386.8,283.6,171.4,,971,,708,,426,,1.4
All alcohol conditions,,d z,SMR01,2011/12,S12000041,,374.7,278.4,174.4,,429,,318,,197,,1.3
All alcohol conditions,,d z,SMR01,2011/12,S12000035,,868.4,559,263.8,,785,,499,,234,,1.6
All alcohol conditions,,d z,SMR01,2011/12,S12000008,,925.3,628.6,301.5,,1124,,762,,367,,1.5
All alcohol conditions,,d z,SMR01,2011/12,S12000021,,1094.4,711.9,335.8,,1484,,963,,455,,1.5
All alcohol conditions,,d z,SMR01,2011/12,S12000028,,875.6,590,270.4,,980,,657,,300,,1.5
All alcohol conditions,,d z,SMR01,2011/12,S12000026,,624.5,455.2,265.7,,694,,505,,295,,1.4
All alcohol conditions,,d z,SMR01,2011/12,S12000005,,497.5,359.3,226.2,,259,,187,,117,,1.4
All alcohol conditions,,d z,SMR01,2011/12,S12000006,,498.4,376.3,207.8,,740,,557,,306,,1.3
All alcohol conditions,,d z,SMR01,2011/12,S12000045,,412.5,275.7,158.1,,413,,274,,153,,1.5
All alcohol conditions,,d z,SMR01,2011/12,S12000039,,1028.5,637.8,305.3,,905,,555,,264,,1.6
All alcohol conditions,,d z,SMR01,2011/12,S12000042,,654.4,482.7,252.3,,879,,653,,355,,1.3
All alcohol conditions,,d z,SMR01,2011/12,S12000036,,691.6,456.6,222.3,,3015,,2029,,1027,,1.5
All alcohol conditions,,d z,SMR01,2011/12,S12000014,,424.3,313,187.9,,650,,477,,284,,1.4
All alcohol conditions,,d z,SMR01,2011/12,S12000015,,554.3,417.9,228.8,,1992,,1501,,819,,1.3
All alcohol conditions,,d z,SMR01,2011/12,S12000046,,1399.2,901.1,391.7,,7595,,4868,,2175,,1.6
All alcohol conditions,,d z,SMR01,2011/12,S12000017,,683.9,492.4,240.7,,1572,,1131,,543,,1.4
All alcohol conditions,,d z,SMR01,2011/12,S12000018,,1163.2,794.7,357.9,,938,,641,,285,,1.5
All alcohol conditions,,d z,SMR01,2011/12,S12000044,,765.1,534.9,270.9,,2480,,1722,,867,,1.4
All alcohol conditions,,d z,SMR01,2011/12,S12000029,,676.6,452.8,241.8,,2090,,1392,,737,,1.5
